2026-07-19 06:08:01 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'TLMUSDT', 'level': 0.001661, 'approach_count': 7, 'block_threshold': 4}
2026-07-20 01:47:47 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'ACEUSDT', 'level': 0.089603, 'current': 0.09983, 'distance_pct': 10.2}
2026-07-20 01:47:47 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ACEUSDT', 'level': 0.089603}
2026-07-20 01:47:48 | INFO | __main__:_run_phase1:601 | Level broken in recent candles, skipping monitor | {'symbol': 'ACEUSDT', 'level': 0.095567, 'close_below': 2}
2026-07-20 01:48:52 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'AKEUSDT'}
2026-07-20 01:48:52 | INFO | __main__:_run_phase1:575 | Replaced old monitor with closer level | {'symbol': 'AKEUSDT', 'old': 0.00194797, 'new': 0.0019996}
2026-07-20 01:48:52 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.00194797}
2026-07-20 01:48:52 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'strength': 5}
2026-07-20 01:49:02 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'distance_pct': 1.7250700348945862}
2026-07-20 01:49:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:02 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:12 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:17 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:49:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:49:47 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'approach_count': 4}
2026-07-20 01:50:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:50:28 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 01:51:29 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0019996, 'result': 'пробой', 'outcome': 'breakout', 'duration': 156.5}
2026-07-20 01:51:29 | INFO | __main__:_start_next_level_after_breakout:933 | Next level from cache started | {'symbol': 'AKEUSDT', 'level': 0.0018312}
2026-07-20 01:52:50 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'TLMUSDT', 'level': 0.002085, 'type': 'pump_base', 'strength': 4, 'dist_atr': 3.75}
2026-07-20 01:52:50 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'TLMUSDT', 'level': 0.002085, 'strength': 4}
2026-07-20 01:52:50 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.38,dir_eff=0.18'}
2026-07-20 01:52:55 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'TLMUSDT', 'level': 0.002085, 'distance_pct': 1.9746121297602226}
2026-07-20 01:52:55 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'TLMUSDT', 'phase': 'bleed', 'note': 'bleed:bq=0.38,dir_eff=0.17'}
2026-07-20 01:55:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:55:07 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'AKEUSDT', 'level': 0.0018312, 'distance_pct': 1.5325052427810872}
2026-07-20 01:55:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:56:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:56:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:56:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:56:48 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15}
2026-07-20 01:56:48 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'distance_pct': 1.907894736842111}
2026-07-20 01:56:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:56:58 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:57:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:57:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:57:29 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-20 01:57:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:57:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'AKEUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.84'}
2026-07-20 01:58:09 | INFO | analysis.monitor:start_monitor:126 | monitor: skip level with non-positive p_bounce (won't pass entry filter) | {'symbol': 'AKEUSDT', 'level': 0.0018778, 'level_type': 'pump_base', 'p_bounce': 0.0, 'expected_depth': 0.0}
2026-07-20 01:58:09 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'AKEUSDT', 'level': 0.0018312}
2026-07-20 01:58:09 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:58:09 | INFO | __main__:_start_resistance_after_bounce:1116 | Resistance monitor started | {'symbol': 'AKEUSDT', 'resistance': 0.0018778, 'from_support': 0.0018312}
2026-07-20 01:58:09 | INFO | __main__:_monitored:787 | Level outcome saved | {'symbol': 'AKEUSDT', 'level': 0.0018778, 'result': 'отбой', 'outcome': None, 'duration': 0.0}
2026-07-20 01:58:20 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'AKEUSDT', 'level': 0.0017521, 'type': 'pump_base', 'strength': 5, 'dist_atr': 1.79}
2026-07-20 01:58:20 | INFO | __main__:_run_phase1:414 | Pump degraded, skipping monitoring | {'symbol': 'AKEUSDT', 'health': 45, 'broken': 0, 'correction': '81%'}
2026-07-20 01:58:24 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:58:39 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:58:55 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'ESPORTSUSDT', 'level': 0.022365, 'approach_count': 15, 'block_threshold': 4}
2026-07-20 01:59:15 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'ACEUSDT'}
2026-07-20 01:59:15 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'ACEUSDT', 'level': 0.089668, 'strength': 5}
2026-07-20 02:02:17 | INFO | __main__:_trigger_loop:357 | Trigger activated | {'symbol': 'BUSDT'}
2026-07-20 02:02:17 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'BUSDT', 'level': 0.22, 'strength': 5}
2026-07-20 02:02:27 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:27 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'BUSDT', 'level': 0.22, 'distance_pct': 1.9607843137254846}
2026-07-20 02:02:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:32 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:37 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:43 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:48 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:02:48 | INFO | __main__:_stale_monitor_loop:1179 | Stale monitor cancelled — rebuilding | {'symbol': 'ACEUSDT', 'level': 0.089668, 'current': 0.1018, 'distance_pct': 11.9}
2026-07-20 02:02:48 | INFO | __main__:_monitored:798 | Monitor cancelled | {'symbol': 'ACEUSDT', 'level': 0.089668}
2026-07-20 02:03:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:03:18 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:03:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:03:28 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:03:33 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:03:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.22, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 02:03:33 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'BUSDT', 'level': 0.22, 'approach_count': 4}
2026-07-20 02:03:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.22, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 02:04:04 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'BUSDT', 'level': 0.22, 'approach_count': 4, 'block_threshold': 4}
2026-07-20 02:04:19 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:04:34 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:04:49 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.91'}
2026-07-20 02:05:04 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:05:20 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:05:45 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:06:00 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:06:15 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:06:31 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:06:56 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'USUSDT', 'phase': 'flat', 'note': 'flat:range=3.8%,dir_eff=0.06'}
2026-07-20 02:06:56 | INFO | trading.strategy2_signal_filter:check:896 | S2: SL adjusted to minimum distance | {'symbol': 'USUSDT', 'min_dist_pct': 0.369, 'stop_loss': 0.043735}
2026-07-20 02:06:56 | INFO | trading.strategy2_signal_filter:check:912 | S2: SL moved below grid_bottom (was inside grid) | {'symbol': 'USUSDT', 'grid_bottom': 0.04365413, 'stop_loss': 0.04355288}
2026-07-20 02:06:56 | INFO | trading.strategy2_signal_filter:check:988 | S2 signal passed all filters | {'symbol': 'USUSDT', 'level': 0.043897, 'level_type': 'pump_base', 'strength': 5, 'p_bounce': 0.927, 'sl': 0.04355288, 'tp1': 0.04413987, 'tp2': 0.0449095, 'rr': 0.71, 'phase': 'flat', 'pos_struct_pct': 53.0, 'pos_local_pct': -48.6, 'struct_range': [0.03738, 0.049666], 'approach_speed_pct': -0.4824, 'red_candles_streak': 2, 'phase_streak_checks': 1, 'phase_streak_seconds': 0.0, 'bleed_in_last_12': 11, 'seconds_since_bleed': 14051.0, 'phase_seq': 'bbbbbbbbbbbf', 'hours_since_pump_peak': 15.1, 'vol_decay': 0.23, 'natr_now_pct': 1.07, 'natr_1m': 0.477, 'natr_5m': 0.906, 'natr_15m': 1.955, 'candle_staleness_sec': 56.5, 'bot_version': '2026-07-18.1'}
2026-07-20 02:06:56 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'USUSDT', 'level': 0.043897, 'distance_pct': 1.9346335142863498}
2026-07-20 02:06:57 | INFO | trading.strategy2_live:_open_grid:784 | S2Live: SL order placed | {'trade_id': '75eefbdd-e344-41cd-8313-c3e02aadab45', 'symbol': 'USUSDT', 'sl_order_id': '1aa95616-7ce5-4819-a4c3-967510145dc8', 'trigger': 0.043553, 'qty': 4550.0}
2026-07-20 02:06:57 | INFO | bot.telegram:send_close_with_chart:1480 | chart candles available: USUSDT 300 | {}
2026-07-20 02:06:57 | INFO | trading.strategy2_live:_open_grid:817 | S2Live grid opened | {'trade_id': '75eefbdd-e344-41cd-8313-c3e02aadab45', 'symbol': 'USUSDT', 'orders': 2}
2026-07-20 02:07:21 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:07:33 | INFO | __main__:_auto_screener_loop:306 | Auto screener completed | {'total': 3, 'new': 0}
2026-07-20 02:08:07 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:08:20 | INFO | __main__:_proximity_arm_loop:1948 | proximity-arm activated | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'type': 'pump_base', 'strength': 5, 'dist_atr': 2.46}
2026-07-20 02:08:20 | INFO | __main__:_run_phase1:652 | Level monitoring started | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'strength': 4}
2026-07-20 02:08:22 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:08:37 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:08:45 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 02:08:45 | INFO | trading.strategy2_signal_filter:check:545 | S2: level marked dead, monitor will stop sending proximity | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11}
2026-07-20 02:08:47 | INFO | __main__:_proximity_loop:1258 | Proximity alert sent | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'distance_pct': 1.9206145966709343}
2026-07-20 02:08:47 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 02:08:52 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:09:03 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 02:09:08 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:09:18 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 02:09:23 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:09:33 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
2026-07-20 02:09:34 | INFO | trading.price_tracker:_save_post_exit_range:187 | post_exit_tracker saved | {'trade_id': '1eede444-b1af-4564-a74c-032c82da9afd', 'high': 0.0021627, 'low': 0.0017122}
2026-07-20 02:09:38 | INFO | trading.strategy2_signal_filter:check:681 | S2 market phase | {'symbol': 'BUSDT', 'phase': 'drop_tradeable', 'note': 'drop_tradeable:bq=0.57'}
2026-07-20 02:09:48 | INFO | trading.strategy2_signal_filter:check:533 | S2 skip: approach>=block (G3, level exhausted) | {'symbol': 'HOMEUSDT', 'level': 0.00766, 'approach_count': 11, 'block_threshold': 4}
